,Name,POS,Age,HT,WT,College,Salary,Team,id,url,Stats,GP,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS
Zach Collins,Zach Collins,PF,24,83.0,250.0,Gonzaga,7000000.0,san-antonio-spurs,4066650,https://www.espn.com/nba/player/_/id/4066650/zach-collins,Career,182.0,17.5,45.2,32.7,74.3,4.2,1.1,0.7,0.3,2.3,1.1,6.0
Gorgui Dieng,Gorgui Dieng,C,32,82.0,248.0,Louisville,4000000.0,san-antonio-spurs,2534781,https://www.espn.com/nba/player/_/id/2534781/gorgui-dieng,Career,597.0,20.5,50.0,36.7,79.1,5.7,1.3,0.9,0.8,2.1,1.1,7.5
Jordan Hall,Jordan Hall,G,20,80.0,220.0,Saint Joseph's,0.0,san-antonio-spurs,4701031,https://www.espn.com/nba/player/_/id/4701031/jordan-hall,,,,,,,,,,,,,
Keldon Johnson,Keldon Johnson,SF,22,78.0,220.0,Kentucky,2145720.0,san-antonio-spurs,4395723,https://www.espn.com/nba/player/_/id/4395723/keldon-johnson,Career,161.0,29.0,47.8,38.5,75.3,5.8,1.8,0.2,0.7,2.0,1.1,14.4
Tre Jones,Tre Jones,PG,22,73.0,185.0,Duke,1517981.0,san-antonio-spurs,4395626,https://www.espn.com/nba/player/_/id/4395626/tre-jones,Career,106.0,13.4,48.7,23.2,80.0,1.7,2.6,0.1,0.5,0.9,0.6,4.8
Romeo Langford,Romeo Langford,SG,22,77.0,216.0,Indiana,3804360.0,san-antonio-spurs,4397008,https://www.espn.com/nba/player/_/id/4397008/romeo-langford,Career,98.0,14.5,40.0,30.0,63.3,1.9,0.5,0.3,0.4,1.1,0.4,3.6
Doug McDermott,Doug McDermott,SF,30,79.0,225.0,Creighton,13750000.0,san-antonio-spurs,2528588,https://www.espn.com/nba/player/_/id/2528588/doug-mcdermott,Career,527.0,20.9,47.6,40.9,82.0,2.3,0.9,0.1,0.2,1.5,0.7,9.2
Jakob Poeltl,Jakob Poeltl,C,26,85.0,245.0,Utah,8750000.0,san-antonio-spurs,3134908,https://www.espn.com/nba/player/_/id/3134908/jakob-poeltl,Career,416.0,20.2,62.8,66.7,51.8,6.1,1.4,1.3,0.5,2.3,1.0,7.3
Joshua Primo,Joshua Primo,SG,19,77.0,190.0,Alabama,3946800.0,san-antonio-spurs,4702176,https://www.espn.com/nba/player/_/id/4702176/joshua-primo,Career,50.0,19.3,37.4,30.7,74.6,2.3,1.6,0.5,0.4,1.6,1.1,5.8
Josh Richardson,Josh Richardson,SG,28,77.0,200.0,Tennessee,11615328.0,san-antonio-spurs,2581190,https://www.espn.com/nba/player/_/id/2581190/josh-richardson,Career,438.0,29.8,42.8,36.5,83.9,3.1,2.7,0.6,1.1,2.3,1.4,12.0
Isaiah Roby,Isaiah Roby,PF,24,80.0,230.0,Nebraska,1782621.0,san-antonio-spurs,4066392,https://www.espn.com/nba/player/_/id/4066392/isaiah-roby,Career,109.0,21.9,49.5,36.5,70.8,5.1,1.6,0.7,0.8,2.5,1.4,9.1
Jeremy Sochan,Jeremy Sochan,F,19,80.0,225.0,Baylor,0.0,san-antonio-spurs,4610139,https://www.espn.com/nba/player/_/id/4610139/jeremy-sochan,,,,,,,,,,,,,
D.J. Stewart Jr.,D.J. Stewart Jr.,F,23,78.0,205.0,Mississippi State,0.0,san-antonio-spurs,4396960,https://www.espn.com/nba/player/_/id/4396960/dj-stewart-jr,,,,,,,,,,,,,
Devin Vassell,Devin Vassell,SG,21,77.0,200.0,Florida State,4235160.0,san-antonio-spurs,4395630,https://www.espn.com/nba/player/_/id/4395630/devin-vassell,Career,133.0,22.5,42.1,35.7,84.0,3.6,1.4,0.4,0.9,1.7,0.6,9.1
Blake Wesley,Blake Wesley,G,19,77.0,185.0,Notre Dame,0.0,san-antonio-spurs,4683935,https://www.espn.com/nba/player/_/id/4683935/blake-wesley,,,,,,,,,,,,,
Joe Wieskamp,Joe Wieskamp,SF,22,78.0,205.0,Iowa,202068.0,san-antonio-spurs,4397033,https://www.espn.com/nba/player/_/id/4397033/joe-wieskamp,Career,29.0,7.1,35.7,32.6,53.8,0.5,0.3,0.1,0.1,0.5,0.1,2.1
Robert Woodard II,Robert Woodard II,SF,22,79.0,230.0,Mississippi State,1517981.0,san-antonio-spurs,4396961,https://www.espn.com/nba/player/_/id/4396961/robert-woodard-ii,Career,25.0,3.5,27.8,20.0,50.0,1.1,0.2,0.2,0.0,0.3,0.1,1.1
