,Name,POS,Age,HT,WT,College,Salary,Team,id,url,Stats,GP,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS
Duncan Robinson,Duncan Robinson,SG,28,"6' 7""",215 lbs,Michigan,"$15,650,000",miami-heat,3157465,https://www.espn.com/nba/player/_/id/3157465/duncan-robinson,Career,239,27.7,43.5,40.6,86.0,2.9,1.5,0.2,0.5,2.5,0.9,11.9
Max Strus,Max Strus,SG,26,"6' 5""",215 lbs,DePaul,"$1,669,178",miami-heat,4065778,https://www.espn.com/nba/player/_/id/4065778/max-strus,Career,109,19.3,44.6,39.1,75.6,2.2,1.1,0.2,0.4,1.5,0.6,8.8
Gabe Vincent,Gabe Vincent,PG,26,"6' 3""",200 lbs,UC Santa Barbara,"$1,669,178",miami-heat,3137259,https://www.espn.com/nba/player/_/id/3137259/gabe-vincent,Career,127,18.3,39.6,34.3,83.1,1.5,2.2,0.1,0.7,1.9,1.0,6.7
Omer Yurtseven,Omer Yurtseven,C,24,"6' 11""",255 lbs,Georgetown,"$1,489,065",miami-heat,3074213,https://www.espn.com/nba/player/_/id/3074213/omer-yurtseven,Career,56,12.6,52.6,9.1,62.3,5.3,0.9,0.4,0.3,1.5,0.7,5.3
Cole Anthony,Cole Anthony,PG,22,"6' 3""",185 lbs,North Carolina,"$3,449,400",orlando-magic,4432809,https://www.espn.com/nba/player/_/id/4432809/cole-anthony,Career,112,29.8,39.3,33.7,84.6,5.1,5.0,0.3,0.7,2.4,2.5,14.9
Mo Bamba,Mo Bamba,C,24,"7' 0""",231 lbs,Texas,"$7,568,743",orlando-magic,4277919,https://www.espn.com/nba/player/_/id/4277919/mo-bamba,Career,226,18.6,47.5,35.2,68.5,6.1,0.9,1.4,0.4,2.2,0.9,7.7
Paolo Banchero,Paolo Banchero,F,19,"6' 10""",250 lbs,Duke,--,orlando-magic,4432573,https://www.espn.com/nba/player/_/id/4432573/paolo-banchero,,,,,,,,,,,,,
Bol Bol,Bol Bol,C,22,"7' 2""",220 lbs,Oregon,"$2,161,152",orlando-magic,4397102,https://www.espn.com/nba/player/_/id/4397102/bol-bol,Career,53,6.2,47.8,37.8,66.7,1.2,0.3,0.3,0.1,0.5,0.5,2.7
Ignas Brazdeikis,Ignas Brazdeikis,SF,23,"6' 6""",221 lbs,Michigan,--,orlando-magic,4397205,https://www.espn.com/nba/player/_/id/4397205/ignas-brazdeikis,Career,64,13.1,41.6,31.5,68.6,1.9,0.9,0.1,0.2,1.1,0.5,5.0
Devin Cannady,Devin Cannady,G,26,"6' 1""",190 lbs,Princeton,"$100,000",orlando-magic,3906977,https://www.espn.com/nba/player/_/id/3906977/devin-cannady,Career,13,16.8,36.1,39.6,78.6,0.8,0.8,0.3,0.8,1.4,0.5,6.5
Wendell Carter Jr.,Wendell Carter Jr.,C,23,"6' 10""",270 lbs,Duke,"$6,920,027",orlando-magic,4277847,https://www.espn.com/nba/player/_/id/4277847/wendell-carter-jr,Career,203,27.6,51.3,29.8,73.1,8.9,2.0,0.9,0.6,3.1,1.6,12.2
Markelle Fultz,Markelle Fultz,PG,24,"6' 4""",209 lbs,Washington,"$16,500,000",orlando-magic,4066636,https://www.espn.com/nba/player/_/id/4066636/markelle-fultz,Career,131,24.8,45.0,26.2,70.8,3.2,4.8,0.2,1.1,2.0,1.9,10.9
R.J. Hampton,R.J. Hampton,PG,21,"6' 6""",190 lbs,--,"$2,303,040",orlando-magic,4590530,https://www.espn.com/nba/player/_/id/4590530/rj-hampton,Career,115,19.9,40.4,33.7,65.3,3.2,2.1,0.2,0.5,1.4,1.2,7.3
Gary Harris,Gary Harris,SG,27,"6' 4""",210 lbs,Michigan State,"$20,482,143",orlando-magic,2999547,https://www.espn.com/nba/player/_/id/2999547/gary-harris,Career,468,28.8,44.8,36.3,81.2,2.5,2.1,0.2,1.2,1.8,1.2,11.8
Kevon Harris,Kevon Harris,G,25,"6' 6""",216 lbs,Stephen F. Austin,--,orlando-magic,4067858,https://www.espn.com/nba/player/_/id/4067858/kevon-harris,,,,,,,,,,,,,
Caleb Houstan,Caleb Houstan,F,19,"6' 8""",205 lbs,Michigan,--,orlando-magic,4433623,https://www.espn.com/nba/player/_/id/4433623/caleb-houstan,,,,,,,,,,,,,
Jonathan Isaac,Jonathan Isaac,PF,24,"6' 10""",230 lbs,Florida State,"$17,400,000",orlando-magic,4065654,https://www.espn.com/nba/player/_/id/4065654/jonathan-isaac,Career,136,25.8,43.5,33.0,79.7,5.4,1.1,1.5,1.1,2.0,1.1,9.3
Chuma Okeke,Chuma Okeke,PF,23,"6' 6""",229 lbs,Auburn,"$3,277,080",orlando-magic,4278052,https://www.espn.com/nba/player/_/id/4278052/chuma-okeke,Career,115,25.1,39.0,32.6,81.0,4.6,1.9,0.6,1.3,1.2,0.8,8.3
Terrence Ross,Terrence Ross,SG,31,"6' 6""",206 lbs,Washington,"$12,500,000",orlando-magic,6619,https://www.espn.com/nba/player/_/id/6619/terrence-ross,Career,670,24.8,41.7,36.1,83.9,2.8,1.3,0.3,0.8,1.7,1.0,11.2
Admiral Schofield,Admiral Schofield,SF,25,"6' 5""",241 lbs,Tennessee,--,orlando-magic,3918423,https://www.espn.com/nba/player/_/id/3918423/admiral-schofield,Career,71,11.8,40.3,32.1,73.3,1.9,0.6,0.1,0.2,1.5,0.4,3.5
Jalen Suggs,Jalen Suggs,SG,21,"6' 5""",205 lbs,Gonzaga,"$6,593,040",orlando-magic,4432165,https://www.espn.com/nba/player/_/id/4432165/jalen-suggs,Career,48,27.2,36.1,21.4,77.3,3.6,4.4,0.4,1.2,3.0,3.0,11.8
Franz Wagner,Franz Wagner,SF,20,"6' 10""",220 lbs,Michigan,"$5,007,840",orlando-magic,4566434,https://www.espn.com/nba/player/_/id/4566434/franz-wagner,Career,79,30.7,46.8,35.4,86.3,4.5,2.9,0.4,0.9,2.1,1.5,15.2
Moritz Wagner,Moritz Wagner,C,25,"6' 11""",245 lbs,Michigan,"$1,729,217",orlando-magic,3150844,https://www.espn.com/nba/player/_/id/3150844/moritz-wagner,Career,196,15.1,48.7,32.1,81.3,3.5,1.1,0.3,0.4,2.2,1.0,7.5
Deni Avdija,Deni Avdija,SF,21,"6' 9""",210 lbs,--,"$4,692,840",washington-wizards,4683021,https://www.espn.com/nba/player/_/id/4683021/deni-avdija,Career,136,23.8,42.6,31.6,72.9,5.1,1.7,0.4,0.7,2.4,0.9,7.6
Will Barton,Will Barton,SF,31,"6' 5""",181 lbs,Memphis,"$15,625,000",washington-wizards,6579,https://www.espn.com/nba/player/_/id/6579/will-barton,Career,623,25.9,43.3,35.4,78.7,4.3,2.7,0.4,0.8,1.6,1.4,11.6
Bradley Beal,Bradley Beal,SG,29,"6' 4""",207 lbs,Florida,"$33,724,200",washington-wizards,6580,https://www.espn.com/nba/player/_/id/6580/bradley-beal,Career,645,34.8,45.6,37.2,82.1,4.1,4.2,0.4,1.1,2.2,2.4,22.1
Vernon Carey Jr.,Vernon Carey Jr.,C,21,"6' 9""",270 lbs,Duke,"$1,517,981",washington-wizards,4431669,https://www.espn.com/nba/player/_/id/4431669/vernon-carey-jr,Career,26,6.1,51.0,14.3,62.5,1.5,0.1,0.2,0.1,0.7,0.3,2.5
Johnny Davis,Johnny Davis,G,21,"6' 5""",196 lbs,Wisconsin,--,washington-wizards,4432356,https://www.espn.com/nba/player/_/id/4432356/johnny-davis,,,,,,,,,,,,,
Daniel Gafford,Daniel Gafford,C,23,"6' 9""",234 lbs,Arkansas,"$1,782,621",washington-wizards,4278049,https://www.espn.com/nba/player/_/id/4278049/daniel-gafford,Career,169,16.8,69.2,0.0,65.7,4.4,0.7,1.4,0.4,2.2,0.8,7.6
Taj Gibson,Taj Gibson,F,37,"6' 9""",232 lbs,USC,"$4,910,000",washington-wizards,3986,https://www.espn.com/nba/player/_/id/3986/taj-gibson,Career,896,24.5,51.8,25.7,71.3,6.1,1.0,1.0,0.6,2.5,1.1,9.0
Anthony Gill,Anthony Gill,PF,29,"6' 7""",230 lbs,Virginia,"$1,517,981",washington-wizards,2581184,https://www.espn.com/nba/player/_/id/2581184/anthony-gill,Career,70,9.7,54.4,42.0,80.9,1.9,0.5,0.2,0.2,1.2,0.4,3.7
Rui Hachimura,Rui Hachimura,PF,24,"6' 8""",230 lbs,Gonzaga,"$4,916,160",washington-wizards,4066648,https://www.espn.com/nba/player/_/id/4066648/rui-hachimura,Career,147,28.5,47.7,36.0,77.9,5.2,1.5,0.2,0.7,1.9,1.0,13.0
Corey Kispert,Corey Kispert,SF,23,"6' 6""",224 lbs,Gonzaga,"$3,383,640",washington-wizards,4280151,https://www.espn.com/nba/player/_/id/4280151/corey-kispert,Career,77,23.4,45.5,35.0,87.1,2.7,1.1,0.3,0.5,1.2,0.6,8.2
Kyle Kuzma,Kyle Kuzma,SF,27,"6' 9""",221 lbs,Utah,"$13,000,000",washington-wizards,3134907,https://www.espn.com/nba/player/_/id/3134907/kyle-kuzma,Career,342,30.4,44.9,33.9,72.3,6.2,2.2,0.5,0.6,2.1,1.9,15.6
Makur Maker,Makur Maker,C,21,"6' 11""",235 lbs,Howard,--,washington-wizards,4432183,https://www.espn.com/nba/player/_/id/4432183/makur-maker,,,,,,,,,,,,,
Monte Morris,Monte Morris,PG,27,"6' 2""",183 lbs,Iowa State,"$8,449,074",washington-wizards,3059310,https://www.espn.com/nba/player/_/id/3059310/monte-morris,Career,280,25.2,48.1,39.4,83.0,2.3,3.7,0.2,0.8,1.1,0.8,10.5
Yannick Nzosa,Yannick Nzosa,C,20,"6' 11""",215 lbs,--,--,washington-wizards,4997531,https://www.espn.com/nba/player/_/id/4997531/yannick-nzosa,,,,,,,,,,,,,
Kristaps Porzingis,Kristaps Porzingis,C,27,"7' 3""",240 lbs,--,"$31,650,600",washington-wizards,3102531,https://www.espn.com/nba/player/_/id/3102531/kristaps-porzingis,Career,337,30.8,44.4,35.3,82.0,7.9,1.6,1.9,0.7,3.0,1.6,18.9
Tomas Satoransky,Tomas Satoransky,SG,30,"6' 7""",210 lbs,--,"$10,000,000",washington-wizards,6621,https://www.espn.com/nba/player/_/id/6621/tomas-satoransky,Career,388,22.2,46.8,35.4,82.0,2.9,4.1,0.2,0.8,1.7,1.3,6.9
Jordan Schakel,Jordan Schakel,F,24,"6' 6""",200 lbs,San Diego State,--,washington-wizards,4278707,https://www.espn.com/nba/player/_/id/4278707/jordan-schakel,Career,4,7.5,9.1,16.7,100.0,2.0,0.0,0.0,0.3,0.0,0.3,1.3
Isaiah Todd,Isaiah Todd,PF,20,"6' 9""",219 lbs,--,"$1,500,000",washington-wizards,4715198,https://www.espn.com/nba/player/_/id/4715198/isaiah-todd,Career,12,6.2,26.9,25.0,33.3,1.0,0.3,0.2,0.3,0.3,0.3,1.7
Cassius Winston,Cassius Winston,PG,24,"6' 1""",185 lbs,Michigan State,--,washington-wizards,4066382,https://www.espn.com/nba/player/_/id/4066382/cassius-winston,Career,29,4.7,40.9,43.5,90.0,0.3,0.7,0.0,0.1,0.6,0.3,1.9
Delon Wright,Delon Wright,SG,30,"6' 5""",185 lbs,Utah,"$8,526,316",washington-wizards,3064447,https://www.espn.com/nba/player/_/id/3064447/delon-wright,Career,411,20.9,45.3,35.4,79.9,3.2,3.0,0.4,1.2,1.1,1.0,7.2
Davis Bertans,Davis Bertans,SF,29,"6' 10""",225 lbs,--,"$16,000,000",dallas-mavericks,6426,https://www.espn.com/nba/player/_/id/6426/davis-bertans,Career,387,19.1,42.4,39.8,86.0,2.7,1.0,0.4,0.4,1.7,0.6,8.2
Reggie Bullock,Reggie Bullock,SF,31,"6' 6""",205 lbs,North Carolina,"$9,536,000",dallas-mavericks,2528779,https://www.espn.com/nba/player/_/id/2528779/reggie-bullock,Career,434,22.5,42.7,38.5,84.2,2.5,1.2,0.1,0.6,1.4,0.6,7.8
Spencer Dinwiddie,Spencer Dinwiddie,PG,29,"6' 6""",215 lbs,Colorado,"$17,142,857",dallas-mavericks,2580782,https://www.espn.com/nba/player/_/id/2580782/spencer-dinwiddie,Career,387,26.4,41.1,32.2,79.1,3.0,5.0,0.3,0.7,2.3,1.7,13.0
Luka Doncic,Luka Doncic,PG,23,"6' 7""",230 lbs,--,"$10,174,391",dallas-mavericks,3945274,https://www.espn.com/nba/player/_/id/3945274/luka-doncic,Career,264,33.8,45.7,33.7,73.7,8.5,8.0,0.4,1.1,2.2,4.1,26.4
Tyler Dorsey,Tyler Dorsey,G,26,"6' 4""",195 lbs,Oregon,--,dallas-mavericks,3915560,https://www.espn.com/nba/player/_/id/3915560/tyler-dorsey,Career,104,16.1,38.9,35.0,66.9,2.3,1.3,0.1,0.3,1.1,0.6,6.7
Dorian Finney-Smith,Dorian Finney-Smith,PF,29,"6' 7""",220 lbs,Florida,"$4,000,000",dallas-mavericks,2578185,https://www.espn.com/nba/player/_/id/2578185/dorian-finney-smith,Career,394,27.3,44.6,36.1,71.8,4.5,1.4,0.4,0.8,2.2,0.9,8.2
Josh Green,Josh Green,SG,21,"6' 5""",200 lbs,Arizona,"$2,957,520",dallas-mavericks,4432811,https://www.espn.com/nba/player/_/id/4432811/josh-green,Career,106,14.0,49.3,31.1,64.7,2.3,1.0,0.2,0.6,1.4,0.6,4.0
Tim Hardaway Jr.,Tim Hardaway Jr.,SF,30,"6' 5""",205 lbs,Michigan,"$21,308,816",dallas-mavericks,2528210,https://www.espn.com/nba/player/_/id/2528210/tim-hardaway-jr,Career,586,27.0,42.2,35.8,81.2,2.8,1.9,0.1,0.6,1.7,1.1,13.9
Jaden Hardy,Jaden Hardy,G,20,"6' 4""",198 lbs,--,--,dallas-mavericks,4868423,https://www.espn.com/nba/player/_/id/4868423/jaden-hardy,,,,,,,,,,,,,
Maxi Kleber,Maxi Kleber,PF,30,"6' 10""",240 lbs,--,"$8,975,000",dallas-mavericks,2960236,https://www.espn.com/nba/player/_/id/2960236/maxi-kleber,Career,326,22.7,44.6,35.9,79.6,4.8,1.1,0.9,0.4,2.1,0.7,7.1
Brandon Knight,Brandon Knight,PG,30,"6' 2""",182 lbs,Kentucky,--,dallas-mavericks,6448,https://www.espn.com/nba/player/_/id/6448/brandon-knight,Career,451,29.3,41.1,35.2,80.7,3.1,3.9,0.2,0.9,2.0,2.4,14.0
JaVale McGee,JaVale McGee,C,34,"7' 0""",270 lbs,Nevada,"$5,000,000",dallas-mavericks,3452,https://www.espn.com/nba/player/_/id/3452/javale-mcgee,Career,821,17.0,57.6,18.2,60.5,5.3,0.4,1.5,0.4,2.2,1.0,8.0
Frank Ntilikina,Frank Ntilikina,PG,24,"6' 4""",200 lbs,--,"$1,669,178",dallas-mavericks,4230547,https://www.espn.com/nba/player/_/id/4230547/frank-ntilikina,Career,269,17.9,37.1,33.1,77.5,1.8,2.3,0.2,0.7,2.0,1.1,5.2
Theo Pinson,Theo Pinson,G,26,"6' 5""",212 lbs,North Carolina,--,dallas-mavericks,3138154,https://www.espn.com/nba/player/_/id/3138154/theo-pinson,Career,87,8.7,30.8,22.6,91.7,1.3,1.1,0.1,0.3,0.8,0.7,2.9
Dwight Powell,Dwight Powell,C,31,"6' 10""",240 lbs,Stanford,"$11,080,125",dallas-mavericks,2531367,https://www.espn.com/nba/player/_/id/2531367/dwight-powell,Career,511,19.0,58.5,29.6,75.1,4.6,1.0,0.5,0.6,2.2,0.7,7.7
Christian Wood,Christian Wood,C,26,"6' 9""",214 lbs,UNLV,"$13,666,667",dallas-mavericks,3058254,https://www.espn.com/nba/player/_/id/3058254/christian-wood,Career,222,23.6,51.9,38.0,66.8,7.3,1.3,0.9,0.6,1.8,1.4,14.2
Moses Wright,Moses Wright,F,23,"6' 8""",226 lbs,Georgia Tech,--,dallas-mavericks,4277871,https://www.espn.com/nba/player/_/id/4277871/moses-wright,Career,4,3.5,25.0,0.0,100.0,0.8,0.5,0.3,0.0,0.0,0.0,1.3
Sterling Brown,Sterling Brown,SF,27,"6' 5""",219 lbs,SMU,"$3,000,000",houston-rockets,3057187,https://www.espn.com/nba/player/_/id/3057187/sterling-brown,Career,264,16.8,42.0,36.4,79.6,3.3,1.0,0.2,0.5,1.4,0.7,5.4
Trey Burke,Trey Burke,PG,29,"6' 0""",185 lbs,Michigan,"$3,150,000",houston-rockets,2579260,https://www.espn.com/nba/player/_/id/2579260/trey-burke,Career,498,20.9,41.0,34.5,81.0,1.8,3.1,0.1,0.6,1.3,1.1,9.6
Marquese Chriss,Marquese Chriss,SF,25,"6' 9""",240 lbs,Washington,"$958,529",houston-rockets,3907487,https://www.espn.com/nba/player/_/id/3907487/marquese-chriss,Career,292,18.3,45.6,29.0,66.7,4.7,1.0,0.8,0.6,2.5,1.2,7.6
Josh Christopher,Josh Christopher,SG,20,"6' 3""",215 lbs,Arizona State,"$2,259,240",houston-rockets,4432168,https://www.espn.com/nba/player/_/id/4432168/josh-christopher,Career,74,18.0,44.8,29.6,73.5,2.5,2.0,0.2,0.9,1.3,1.5,7.9
Tari Eason,Tari Eason,F,21,"6' 8""",216 lbs,LSU,--,houston-rockets,4433192,https://www.espn.com/nba/player/_/id/4433192/tari-eason,,,,,,,,,,,,,
Bruno Fernando,Bruno Fernando,F,23,"6' 9""",240 lbs,Maryland,"$1,782,621",houston-rockets,4277952,https://www.espn.com/nba/player/_/id/4277952/bruno-fernando,Career,119,9.2,52.7,14.6,60.8,2.8,0.6,0.3,0.2,1.3,0.6,3.2
Usman Garuba,Usman Garuba,PF,20,"6' 8""",229 lbs,--,"$2,353,320",houston-rockets,4871143,https://www.espn.com/nba/player/_/id/4871143/usman-garuba,Career,24,10.0,43.2,25.0,71.4,3.5,0.7,0.5,0.4,1.2,0.3,2.0
Eric Gordon,Eric Gordon,SG,33,"6' 3""",215 lbs,Indiana,"$18,218,818",houston-rockets,3431,https://www.espn.com/nba/player/_/id/3431/eric-gordon,Career,749,32.4,42.8,37.1,81.0,2.4,2.8,0.3,0.9,1.9,2.0,16.4
Jalen Green,Jalen Green,SG,20,"6' 4""",186 lbs,--,"$8,992,200",houston-rockets,4437244,https://www.espn.com/nba/player/_/id/4437244/jalen-green,Career,67,31.9,42.6,34.3,79.7,3.4,2.6,0.3,0.7,1.5,2.0,17.3
Anthony Lamb,Anthony Lamb,F,24,"6' 6""",227 lbs,Vermont,--,houston-rockets,4066790,https://www.espn.com/nba/player/_/id/4066790/anthony-lamb,Career,26,16.3,38.3,31.5,85.7,2.7,1.0,0.2,0.2,1.3,0.7,5.1
Boban Marjanovic,Boban Marjanovic,C,33,"7' 3""",290 lbs,--,"$3,500,000",houston-rockets,4376,https://www.espn.com/nba/player/_/id/4376/boban-marjanovic,Career,286,9.2,57.4,25.6,76.6,3.8,0.5,0.3,0.2,1.2,0.7,5.9
Kenyon Martin Jr.,Kenyon Martin Jr.,F,21,"6' 5""",215 lbs,--,"$1,517,981",houston-rockets,4431828,https://www.espn.com/nba/player/_/id/4431828/kenyon-martin-jr,Career,124,22.0,52.4,36.0,66.7,4.3,1.2,0.7,0.5,1.6,0.8,9.0
Garrison Mathews,Garrison Mathews,SG,25,"6' 5""",215 lbs,Lipscomb,"$2,000,000",houston-rockets,3913180,https://www.espn.com/nba/player/_/id/3913180/garrison-mathews,Career,147,20.3,40.5,37.1,83.5,2.0,0.7,0.2,0.6,2.1,0.4,7.5
Daishen Nix,Daishen Nix,SG,20,"6' 4""",226 lbs,--,"$612,000",houston-rockets,4432176,https://www.espn.com/nba/player/_/id/4432176/daishen-nix,Career,24,10.9,40.3,26.9,53.3,1.4,1.7,0.0,0.6,0.9,1.1,3.2
David Nwaba,David Nwaba,SF,29,"6' 5""",219 lbs,Cal Poly,"$4,650,000",houston-rockets,3062744,https://www.espn.com/nba/player/_/id/3062744/david-nwaba,Career,237,19.3,49.0,32.0,67.3,3.7,1.0,0.4,0.7,1.9,0.7,6.8
Kevin Porter Jr.,Kevin Porter Jr.,SG,22,"6' 4""",203 lbs,USC,"$1,782,621",houston-rockets,4397140,https://www.espn.com/nba/player/_/id/4397140/kevin-porter-jr,Career,137,28.5,42.4,35.2,68.6,3.9,4.7,0.3,1.0,2.6,2.7,13.7
Dennis Schroder,Dennis Schroder,PG,28,"6' 1""",172 lbs,--,"$5,890,000",houston-rockets,3032979,https://www.espn.com/nba/player/_/id/3032979/dennis-schroder,Career,621,26.5,43.6,33.8,83.3,2.9,4.7,0.1,0.8,2.0,2.4,14.2
Alperen Sengun,Alperen Sengun,C,20,"6' 10""",243 lbs,--,"$3,214,680",houston-rockets,4871144,https://www.espn.com/nba/player/_/id/4871144/alperen-sengun,Career,72,20.7,47.4,24.8,71.1,5.5,2.6,0.9,0.8,3.0,2.0,9.6
Jabari Smith Jr.,Jabari Smith Jr.,F,19,"6' 10""",220 lbs,Auburn,--,houston-rockets,4432639,https://www.espn.com/nba/player/_/id/4432639/jabari-smith-jr,,,,,,,,,,,,,
Jae'Sean Tate,Jae'Sean Tate,SF,26,"6' 4""",230 lbs,Ohio State,"$1,517,981",houston-rockets,3136777,https://www.espn.com/nba/player/_/id/3136777/jaesean-tate,Career,148,27.7,50.1,31.0,70.1,5.4,2.7,0.5,1.1,3.4,1.6,11.6
TyTy Washington Jr.,TyTy Washington Jr.,G,20,"6' 3""",197 lbs,Kentucky,--,houston-rockets,4683749,https://www.espn.com/nba/player/_/id/4683749/tyty-washington-jr,,,,,,,,,,,,,
Steven Adams,Steven Adams,C,29,"6' 11""",265 lbs,Pittsburgh,"$17,073,171",memphis-grizzlies,2991235,https://www.espn.com/nba/player/_/id/2991235/steven-adams,Career,664,26.8,58.7,7.1,54.7,8.0,1.5,0.9,0.9,2.5,1.4,9.3
Santi Aldama,Santi Aldama,PF,21,"6' 11""",215 lbs,"$1,994,520",,memphis-grizzlies,4593125,https://www.espn.com/nba/player/_/id/4593125/santi-aldama,Career,32,11.3,40.2,12.5,62.5,2.7,0.7,0.3,0.2,1.1,0.5,4.1
Desmond Bane,Desmond Bane,SG,24,"6' 5""",215 lbs,TCU,"$2,033,160",memphis-grizzlies,4066320,https://www.espn.com/nba/player/_/id/4066320/desmond-bane,Career,144,26.3,46.4,43.5,88.2,3.8,2.3,0.3,0.9,2.2,1.2,14.0
Dillon Brooks,Dillon Brooks,SF,26,"6' 7""",225 lbs,Oregon,"$12,200,000",memphis-grizzlies,3155526,https://www.espn.com/nba/player/_/id/3155526/dillon-brooks,Career,272,28.2,42.1,34.8,79.9,3.0,2.0,0.3,1.0,3.3,1.6,14.5
Kennedy Chandler,Kennedy Chandler,G,19,"6' 0""",171 lbs,Tennessee,--,memphis-grizzlies,4432646,https://www.espn.com/nba/player/_/id/4432646/kennedy-chandler,,,,,,,,,,,,,
Brandon Clarke,Brandon Clarke,PF,25,"6' 8""",215 lbs,Gonzaga,"$2,726,880",memphis-grizzlies,3906665,https://www.espn.com/nba/player/_/id/3906665/brandon-clarke,Career,181,21.9,59.1,29.4,69.9,5.6,1.4,0.9,0.7,1.7,0.7,10.9
Jarrett Culver,Jarrett Culver,G,23,"6' 6""",195 lbs,Texas Tech,"$6,395,160",memphis-grizzlies,4277928,https://www.espn.com/nba/player/_/id/4277928/jarrett-culver,Career,134,17.5,40.1,28.3,49.7,2.7,1.2,0.4,0.7,1.7,1.0,6.6
Danny Green,Danny Green,SF,35,"6' 6""",215 lbs,North Carolina,"$10,000,000",memphis-grizzlies,3988,https://www.espn.com/nba/player/_/id/3988/danny-green,Career,819,25.3,42.1,39.9,80.4,3.4,1.6,0.8,1.0,1.8,1.0,8.7
Jaren Jackson Jr.,Jaren Jackson Jr.,PF,22,"6' 11""",242 lbs,Michigan State,"$9,180,560",memphis-grizzlies,4277961,https://www.espn.com/nba/player/_/id/4277961/jaren-jackson-jr,Career,204,27.1,45.3,35.1,79.1,5.1,1.2,1.8,0.9,3.8,1.7,15.8
Tyus Jones,Tyus Jones,PG,26,"6' 0""",196 lbs,Duke,"$8,376,286",memphis-grizzlies,3135046,https://www.espn.com/nba/player/_/id/3135046/tyus-jones,Career,455,18.4,43.5,35.2,81.8,1.8,3.7,0.1,1.0,0.8,0.7,6.2
John Konchar,John Konchar,SG,26,"6' 5""",210 lbs,--,"$2,200,000",memphis-grizzlies,3134932,https://www.espn.com/nba/player/_/id/3134932/john-konchar,Career,134,15.3,52.2,40.6,65.4,3.8,1.3,0.3,0.6,1.0,0.4,4.4
Jake LaRavia,Jake LaRavia,F,20,"6' 8""",235 lbs,Wake Forest,--,memphis-grizzlies,4592691,https://www.espn.com/nba/player/_/id/4592691/jake-laravia,,,,,,,,,,,,,
Ja Morant,Ja Morant,PG,23,"6' 3""",174 lbs,Murray State,"$9,603,360",memphis-grizzlies,4279888,https://www.espn.com/nba/player/_/id/4279888/ja-morant,Career,187,32.2,47.4,32.7,75.4,4.5,7.1,0.3,1.0,1.5,3.3,21.2
Yves Pons,Yves Pons,SG,23,"6' 5""",206 lbs,Tennessee,--,memphis-grizzlies,4278116,https://www.espn.com/nba/player/_/id/4278116/yves-pons,Career,12,5.9,31.3,33.3,0.0,1.0,0.1,0.3,0.1,0.5,0.1,1.1
David Roddy,David Roddy,G,21,"6' 5""",252 lbs,Colorado State,--,memphis-grizzlies,4593041,https://www.espn.com/nba/player/_/id/4593041/david-roddy,,,,,,,,,,,,,
Killian Tillie,Killian Tillie,SF,24,"6' 9""",220 lbs,Gonzaga,"$1,901,625",memphis-grizzlies,4066651,https://www.espn.com/nba/player/_/id/4066651/killian-tillie,Career,54,11.9,33.7,31.1,73.7,1.6,0.6,0.4,0.5,1.4,0.3,3.2
Xavier Tillman,Xavier Tillman,C,23,"6' 8""",245 lbs,Michigan State,"$1,517,981",memphis-grizzlies,4277964,https://www.espn.com/nba/player/_/id/4277964/xavier-tillman,Career,112,15.9,51.5,28.1,64.5,3.7,1.2,0.4,0.8,1.6,0.7,5.7
Ziaire Williams,Ziaire Williams,SG,20,"6' 9""",185 lbs,Stanford,"$4,373,040",memphis-grizzlies,4433137,https://www.espn.com/nba/player/_/id/4433137/ziaire-williams,Career,62,21.7,45.0,31.4,78.2,2.1,1.0,0.2,0.6,1.8,0.7,8.1
Vince Williams Jr.,Vince Williams Jr.,F,21,"6' 6""",205 lbs,Virginia Commonwealth,--,memphis-grizzlies,4397227,https://www.espn.com/nba/player/_/id/4397227/vince-williams-jr,,,,,,,,,,,,,
Jose Alvarado,Jose Alvarado,PG,24,"6' 0""",179 lbs,Georgia Tech,"$150,000",new-orleans-pelicans,4277869,https://www.espn.com/nba/player/_/id/4277869/jose-alvarado,Career,54,15.4,44.6,29.1,67.9,1.9,2.8,0.1,1.3,1.4,0.7,6.1
Gary Clark,Gary Clark,F,27,"6' 6""",225 lbs,Cincinnati,--,new-orleans-pelicans,3132042,https://www.espn.com/nba/player/_/id/3132042/gary-clark,Career,170,13.2,35.1,32.6,83.8,2.5,0.5,0.4,0.3,0.9,0.3,3.1
Dyson Daniels,Dyson Daniels,G,19,"6' 6""",199 lbs,--,--,new-orleans-pelicans,4869342,https://www.espn.com/nba/player/_/id/4869342/dyson-daniels,,,,,,,,,,,,,
Devonte' Graham,Devonte' Graham,PG,27,"6' 1""",195 lbs,Kansas,"$11,000,000",new-orleans-pelicans,3133601,https://www.espn.com/nba/player/_/id/3133601/devonte-graham,Career,240,28.0,37.2,35.7,82.7,2.5,5.0,0.1,0.9,1.4,1.7,12.8
Jared Harper,Jared Harper,G,24,"6' 0""",175 lbs,Auburn,--,new-orleans-pelicans,4066248,https://www.espn.com/nba/player/_/id/4066248/jared-harper,Career,16,4.2,44.1,33.3,87.5,0.3,0.9,0.1,0.3,0.4,0.3,2.6
